((2, 2, 0.0001, 1000), nan)
((2, 2, 1e-10, 1000), nan)
((2, 2, 1e-08, 1000), 0.20496116927672145)
((2, 2, 1e-07, 1000), 0.2526492585374577)
((2, 2, 1e-09, 1000), 0.5541643116850662)
((2, 2, 0.001, 1000), nan)
((2, 2, 1e-06, 1000), 0.8432063755277801)
((2, 2, 1e-05, 1000), nan)
((2, 2, 0.1, 1000), nan)
((2, 2, 0.01, 1000), 4.212861073710675)
((2, 3, 1e-10, 1000), 1.998581204404557)
((2, 3, 1e-09, 1000), 0.8459386719128413)
((2, 3, 1e-05, 1000), nan)
((2, 3, 1e-08, 1000), 0.083183108591603)
((2, 3, 1e-07, 1000), 0.152596909609208)
((2, 3, 1e-06, 1000), 0.6943248702090543)
((2, 3, 0.0001, 1000), nan)
((2, 3, 0.001, 1000), nan)
((2, 3, 0.01, 1000), 3.6839887564235743)
((2, 3, 0.1, 1000), nan)
((2, 4, 1e-10, 1000), 1.8543146761781686)
((2, 4, 1e-09, 1000), 0.4340771982532373)
((2, 4, 1e-07, 1000), 0.10619638807886429)
((2, 4, 1e-08, 1000), 0.08342174404611621)
((2, 4, 1e-06, 1000), 0.4501351337442352)
((2, 4, 1e-05, 1000), nan)
((2, 4, 0.001, 1000), nan)
((2, 4, 0.0001, 1000), nan)
((2, 4, 0.01, 1000), 2.9621392250642473)
((2, 5, 1e-10, 1000), 2.5809023478072373)
((2, 5, 1e-09, 1000), 0.3983375255727832)
((2, 4, 0.1, 1000), 8.437780433436991)
((2, 5, 1e-08, 1000), 0.11125422104839934)
((2, 5, 1e-06, 1000), 0.2868343559665999)
((2, 5, 1e-07, 1000), 0.10175055192424799)
((2, 5, 0.0001, 1000), nan)
((2, 5, 1e-05, 1000), 3.152621500650298)
((2, 5, 0.01, 1000), nan)
((2, 5, 0.001, 1000), nan)
((2, 5, 0.1, 1000), 6.735011326397013)
((2, 6, 1e-10, 1000), 3.8242431789975644)
((2, 6, 1e-09, 1000), 1.288440384306586)
((2, 6, 1e-07, 1000), 0.07509916891983213)
((2, 6, 1e-08, 1000), 0.18837094327103918)
((2, 6, 1e-06, 1000), 0.19299409032238973)
((2, 6, 1e-05, 1000), 0.7748129202247475)
((2, 6, 0.0001, 1000), nan)
((2, 6, 0.001, 1000), nan)
((2, 6, 0.1, 1000), 6.3002824449361405)
((2, 6, 0.01, 1000), nan)
((2, 7, 1e-10, 1000), 4.9143285961388665)
((2, 7, 1e-09, 1000), 1.5414793106667517)
((2, 7, 1e-08, 1000), 0.1931867031054645)
((2, 7, 1e-07, 1000), 0.09973005065645921)
((2, 7, 1e-06, 1000), 0.14660302893732824)
((2, 7, 1e-05, 1000), 0.5198783407269807)
((2, 7, 0.0001, 1000), 16593150.819628047)
((2, 7, 0.1, 1000), 5.204483902514893)
((2, 7, 0.01, 1000), nan)
((2, 7, 0.001, 1000), nan)
((2, 8, 1e-09, 1000), 0.8825475989226172)
((2, 8, 1e-10, 1000), 4.3665928013138515)
((2, 8, 1e-08, 1000), 0.37109440496883817)
((2, 8, 1e-07, 1000), 0.11281006104952042)
((2, 8, 1e-06, 1000), 0.13655988838832409)
((2, 8, 1e-05, 1000), 0.39019218890253976)
((2, 8, 0.0001, 1000), 30.406767386845246)
((2, 8, 0.001, 1000), nan)
((2, 8, 0.1, 1000), 4.743185112641161)
((2, 8, 0.01, 1000), nan)
((2, 9, 1e-10, 1000), 4.58183334650216)
((2, 9, 1e-09, 1000), 1.1539884637715145)
((2, 9, 1e-08, 1000), 0.20554953871288212)
((2, 9, 1e-07, 1000), 0.11806382495029225)
((2, 9, 1e-06, 1000), 0.1496987224442718)
((2, 9, 1e-05, 1000), 0.337923285910096)
((2, 9, 0.0001, 1000), 53.79148304828099)
((2, 9, 0.001, 1000), nan)
((2, 9, 0.01, 1000), nan)
((2, 9, 0.1, 1000), 5.251955961865031)
((2, 10, 1e-10, 1000), 5.427017008299092)
((2, 10, 1e-08, 1000), 0.23503134579353724)
((2, 10, 1e-09, 1000), 0.7224156064082229)
((2, 10, 1e-07, 1000), 0.118490821460046)
((2, 10, 1e-06, 1000), 0.17739979871168482)
((2, 10, 1e-05, 1000), 0.35699454549680304)
((2, 10, 0.0001, 1000), nan)
((2, 10, 0.001, 1000), nan)
((2, 10, 0.01, 1000), nan)
((2, 10, 0.1, 1000), 6.4293929571206085)
----------------------------------------
