File that used washout 101.
((2, 4, 1e-10, 101), nan)
((2, 4, 1e-07, 101), nan)
((2, 2, 1e-11, 101), nan)
((2, 5, 1e-12, 101), nan)
((2, 5, 1e-14, 101), nan)
((2, 4, 1e-06, 101), nan)
((2, 2, 1e-12, 101), nan)
((2, 2, 0.1, 101), 0.05073748504921188)
((2, 2, 0.0001, 101), nan)
((2, 4, 1e-15, 101), nan)
((2, 2, 1e-09, 101), nan)
((2, 3, 1e-05, 101), nan)
((2, 3, 1e-14, 101), nan)
((2, 5, 1e-11, 101), nan)
((2, 4, 0.1, 101), 0.04781481676134799)
((2, 3, 0.0001, 101), nan)
((2, 2, 1e-07, 101), nan)
((2, 3, 1e-08, 101), nan)
((2, 3, 1e-09, 101), nan)
((2, 4, 1e-09, 101), nan)
((2, 4, 1e-14, 101), nan)
((2, 4, 1e-08, 101), nan)
((2, 2, 1e-08, 101), nan)
((2, 3, 1e-11, 101), nan)
((2, 3, 1e-06, 101), nan)
((2, 3, 0.1, 101), 0.05168276385266053)
((2, 5, 1e-15, 101), nan)
((2, 5, 1e-13, 101), nan)
((2, 2, 0.001, 101), 0.05437787055841611)
((2, 2, 0.01, 101), 0.05457442642078584)
((2, 3, 1e-10, 101), nan)
((2, 4, 0.001, 101), 0.08087393737002721)
((2, 3, 1e-15, 101), nan)
((2, 4, 1e-12, 101), nan)
((2, 4, 1e-11, 101), nan)
((2, 3, 1e-13, 101), nan)
((2, 3, 0.001, 101), nan)
((2, 4, 1e-13, 101), nan)
((2, 3, 1e-12, 101), nan)
((2, 3, 0.01, 101), 0.04937783671237132)
((2, 4, 0.0001, 101), 0.04844293157818197)
((2, 3, 1e-07, 101), nan)
((2, 4, 0.01, 101), nan)
((2, 2, 1e-14, 101), nan)
((2, 2, 1e-13, 101), nan)
((2, 2, 1e-06, 101), nan)
((2, 4, 1e-05, 101), 0.04300727972657633)
((2, 2, 1e-15, 101), nan)
((2, 2, 1e-05, 101), nan)
((2, 2, 1e-10, 101), nan)
((2, 5, 0.01, 101), nan)
((2, 6, 1e-13, 101), nan)
((2, 8, 1e-13, 101), nan)
((2, 6, 1e-14, 101), nan)
((2, 6, 1e-05, 101), nan)
((2, 6, 1e-11, 101), nan)
((2, 7, 1e-05, 101), nan)
((2, 8, 1e-15, 101), nan)
((2, 6, 1e-10, 101), nan)
((2, 6, 1e-09, 101), nan)
((2, 5, 1e-09, 101), nan)
((2, 6, 0.01, 101), 0.053004627747383695)
((2, 7, 1e-13, 101), nan)
((2, 5, 0.0001, 101), 0.0512720069862649)
((2, 5, 0.1, 101), nan)
((2, 7, 0.0001, 101), nan)
((2, 6, 0.0001, 101), nan)
((2, 5, 1e-08, 101), nan)
((2, 7, 0.1, 101), 0.06102165157937365)
((2, 5, 1e-10, 101), nan)
((2, 5, 1e-05, 101), nan)
((2, 7, 1e-08, 101), nan)
((2, 5, 0.001, 101), 0.04931149655126443)
((2, 6, 0.1, 101), nan)
((2, 7, 1e-11, 101), nan)
((2, 5, 1e-07, 101), nan)
((2, 7, 1e-09, 101), nan)
((2, 7, 1e-12, 101), nan)
((2, 7, 0.001, 101), nan)
((2, 7, 1e-06, 101), nan)
((2, 6, 0.001, 101), 0.051255047005191554)
((2, 8, 1e-14, 101), nan)
((2, 7, 1e-10, 101), nan)
((2, 6, 1e-08, 101), nan)
((2, 6, 1e-12, 101), nan)
((2, 5, 1e-06, 101), nan)
((2, 6, 1e-07, 101), nan)
((2, 7, 1e-07, 101), nan)
((2, 7, 0.01, 101), 0.05025257852332663)
((2, 6, 1e-15, 101), nan)
((2, 6, 1e-06, 101), nan)
((2, 7, 1e-14, 101), nan)
((2, 8, 1e-08, 101), nan)
((2, 8, 1e-12, 101), nan)
((2, 7, 1e-15, 101), nan)
((2, 8, 1e-11, 101), nan)
((2, 8, 1e-09, 101), nan)
((2, 8, 1e-10, 101), nan)
((2, 8, 1e-06, 101), nan)
((2, 8, 1e-07, 101), nan)
((2, 8, 1e-05, 101), nan)
((2, 8, 0.0001, 101), nan)
((2, 9, 0.1, 101), 0.04864169588290381)
((2, 10, 0.01, 101), 0.08474933583880331)
((2, 8, 0.01, 101), 0.05565505181737825)
((2, 9, 1e-14, 101), nan)
((2, 9, 1e-10, 101), nan)
((2, 10, 1e-13, 101), nan)
((2, 10, 1e-10, 101), nan)
((2, 9, 1e-06, 101), nan)
((2, 9, 1e-13, 101), nan)
((2, 10, 1e-11, 101), nan)
((2, 9, 1e-15, 101), nan)
((2, 8, 0.001, 101), nan)
((2, 9, 0.001, 101), nan)
((2, 9, 0.0001, 101), nan)
((2, 9, 1e-12, 101), nan)
((2, 10, 1e-07, 101), nan)
((2, 10, 1e-15, 101), nan)
((2, 8, 0.1, 101), 0.05159397232794222)
((2, 10, 1e-12, 101), nan)
((2, 9, 1e-08, 101), nan)
((2, 11, 1e-14, 101), nan)
((2, 9, 1e-09, 101), nan)
((2, 10, 1e-08, 101), nan)
((2, 9, 1e-05, 101), nan)
((2, 10, 0.001, 101), nan)
((2, 10, 0.0001, 101), nan)
((2, 9, 1e-07, 101), nan)
((2, 9, 1e-11, 101), nan)
((2, 9, 0.01, 101), 0.05582461288660186)
((2, 10, 1e-09, 101), nan)
((2, 10, 1e-14, 101), nan)
((2, 10, 0.1, 101), 0.046260911273413)
((2, 10, 1e-06, 101), nan)
((2, 11, 1e-13, 101), nan)
((2, 11, 1e-12, 101), nan)
((2, 11, 1e-05, 101), nan)
((2, 10, 1e-05, 101), nan)
((2, 11, 1e-10, 101), nan)
((2, 11, 1e-15, 101), nan)
((2, 11, 1e-07, 101), nan)
((2, 11, 1e-09, 101), nan)
((2, 11, 1e-06, 101), nan)
((2, 11, 0.001, 101), nan)
((2, 11, 1e-11, 101), nan)
((2, 11, 1e-08, 101), nan)
((2, 11, 0.0001, 101), nan)
((2, 11, 0.01, 101), 0.0822059182538385)
((2, 11, 0.1, 101), 0.0345502894018264)
((2, 12, 1e-15, 101), nan)
((2, 12, 1e-14, 101), nan)
((2, 13, 1e-15, 101), nan)
((2, 13, 1e-14, 101), nan)
((2, 12, 1e-10, 101), nan)
((2, 13, 1e-07, 101), nan)
((2, 12, 1e-12, 101), nan)
((2, 12, 1e-13, 101), nan)
((2, 12, 1e-09, 101), nan)
((2, 13, 0.01, 101), 0.08821853747109869)
((2, 12, 1e-08, 101), nan)
((2, 12, 0.1, 101), 0.028748623536092678)
((2, 12, 0.0001, 101), nan)
((2, 12, 1e-07, 101), nan)
((2, 12, 0.01, 101), 0.09200083049469712)
((2, 12, 1e-11, 101), nan)
((2, 13, 1e-08, 101), nan)
((2, 12, 1e-05, 101), nan)
((2, 13, 1e-13, 101), nan)
((2, 12, 1e-06, 101), nan)
((2, 13, 1e-09, 101), nan)
((2, 12, 0.001, 101), nan)
((2, 13, 1e-12, 101), nan)
((2, 13, 1e-10, 101), nan)
((2, 13, 1e-11, 101), nan)
((2, 13, 0.001, 101), 0.08706736886242432)
