Estimator: NGRC
Total number of parameters: 135
Time started: 20240801-115307
Validation parameters: [2000, 500, 100] (training, validation, jump)
Validation type: rolling
Task: PathContinue
Normalisation type for inputs: None
Normalisation type for targets: None
Error type: meansquare
--------------------------------------------------------------------------------
First log reached. Amount of time elapsed is 0.0215761661529541 seconds.
Estimated time to finish is 1.4456031322479248 seconds.
--------------------------------------------------------------------------------
((1, 1, 1e-15, 0, True), 0.05435718877312055)
((1, 1, 1e-13, 0, True), 0.05435718877312055)
((1, 1, 1e-11, 0, True), 0.05435718877312112)
((1, 1, 1e-14, 0, True), 0.05435718877312055)
((1, 1, 1e-12, 0, True), 0.0543571887731206)
((1, 1, 0.0001, 0, True), 0.05435719481320981)
((1, 1, 1e-10, 0, True), 0.054357188773126563)
((1, 1, 1e-09, 0, True), 0.05435718877318093)
((1, 1, 1e-08, 0, True), 0.05435718877372453)
((1, 1, 1e-07, 0, True), 0.05435718877916061)
((1, 1, 1e-06, 0, True), 0.054357188833521405)
((1, 1, 1e-05, 0, True), 0.05435718937712941)
((1, 1, 0.001, 0, True), 0.05435724917407838)
((1, 1, 0.01, 0, True), 0.05435779278919384)
((1, 1, 0.1, 0, True), 0.05436322958219568)
((2, 1, 1e-10, 0, True), 0.05135844646824307)
((2, 1, 1e-05, 0, True), 0.051358460143445875)
((2, 1, 0.0001, 0, True), 0.05135858320632395)
((2, 1, 1e-13, 0, True), 0.051358446468105855)
((2, 1, 1e-15, 0, True), 0.051358446468105855)
((2, 1, 0.001, 0, True), 0.051359812334159226)
((2, 1, 1e-12, 0, True), 0.05135844646810718)
((2, 1, 1e-11, 0, True), 0.05135844646811958)
((2, 1, 1e-14, 0, True), 0.051358446468105855)
((2, 1, 1e-09, 0, True), 0.05135844646947353)
((3, 1, 1e-12, 0, True), 0.04954026871808817)
((2, 1, 1e-07, 0, True), 0.05135844660486113)
((3, 1, 1e-11, 0, True), 0.04954026871809725)
((2, 1, 1e-06, 0, True), 0.05135844783565524)
((2, 1, 1e-08, 0, True), 0.051358446481781186)
((3, 1, 1e-14, 0, True), 0.04954026871808729)
((3, 1, 0.1, 0, True), 0.049636944787527885)
((2, 1, 0.01, 0, True), 0.051371955572457925)
((3, 1, 0.01, 0, True), 0.04955007767444182)
((3, 1, 1e-10, 0, True), 0.049540268718186044)
((3, 1, 1e-06, 0, True), 0.04954026970001483)
((2, 1, 0.1, 0, True), 0.05148038481197411)
((3, 1, 1e-08, 0, True), 0.049540268727906366)
((3, 1, 0.001, 0, True), 0.04954125054930954)
((4, 1, 0.01, 0, True), 0.04854062469043646)
((3, 1, 1e-15, 0, True), 0.04954026871808729)
((3, 1, 1e-13, 0, True), 0.04954026871808729)
((4, 1, 0.001, 0, True), 0.04853691452368368)
((3, 1, 1e-07, 0, True), 0.04954026881627994)
((3, 1, 1e-09, 0, True), 0.0495402687190689)
((4, 1, 1e-07, 0, True), 0.048536503302611354)
((4, 1, 1e-06, 0, True), 0.04853650367266046)
((4, 1, 1e-05, 0, True), 0.04853650737314911)
((4, 1, 0.0001, 0, True), 0.04853654437890943)
((5, 1, 1e-15, 0, True), 0.04809576417283799)
((3, 1, 1e-05, 0, True), 0.049540278537358776)
((5, 1, 1e-09, 0, True), 0.048095764172897335)
((5, 1, 1e-06, 0, True), 0.0480957642321902)
((5, 1, 1e-08, 0, True), 0.04809576417343157)
((5, 1, 1e-10, 0, True), 0.048095764172844065)
((5, 1, 1e-05, 0, True), 0.048095764766384635)
((3, 1, 0.0001, 0, True), 0.049540366909939855)
((5, 1, 1e-12, 0, True), 0.048095764172837514)
((5, 1, 1e-11, 0, True), 0.048095764172837834)
((5, 1, 1e-07, 0, True), 0.04809576417877308)
((5, 1, 0.01, 0, True), 0.04809637687739918)
((4, 1, 1e-14, 0, True), 0.04853650326149558)
((4, 1, 1e-08, 0, True), 0.04853650326560713)
((4, 1, 1e-09, 0, True), 0.04853650326190718)
((4, 1, 1e-12, 0, True), 0.04853650326149582)
((4, 1, 1e-15, 0, True), 0.04853650326149558)
((4, 1, 1e-13, 0, True), 0.04853650326149558)
((4, 1, 1e-11, 0, True), 0.048536503261499206)
((4, 1, 1e-10, 0, True), 0.048536503261536315)
((6, 1, 1e-15, 0, True), 0.047957697449148705)
((4, 1, 0.1, 0, True), 0.04857855648038355)
((6, 1, 1e-11, 0, True), 0.04795769744914759)
((6, 1, 1e-09, 0, True), 0.047957697449007616)
((5, 1, 1e-14, 0, True), 0.04809576417283799)
((5, 1, 1e-13, 0, True), 0.04809576417283799)
((6, 1, 0.001, 0, True), 0.0479575537930219)
((5, 1, 0.0001, 0, True), 0.04809577011003724)
((5, 1, 0.001, 0, True), 0.04809582371899549)
((6, 1, 1e-10, 0, True), 0.047957697449135014)
((5, 1, 0.1, 0, True), 0.048103465125171066)
((6, 1, 0.1, 0, True), 0.047945520831957016)
((6, 1, 1e-13, 0, True), 0.047957697449148705)
((6, 1, 1e-06, 0, True), 0.04795769730524582)
((6, 1, 1e-12, 0, True), 0.0479576974491484)
((6, 1, 1e-07, 0, True), 0.04795769743475941)
((6, 1, 1e-14, 0, True), 0.047957697449148705)
((6, 1, 1e-05, 0, True), 0.047957696010141625)
((7, 1, 1e-10, 0, True), 0.04794718149948955)
((7, 1, 1e-15, 0, True), 0.0479471814995112)
((7, 1, 1e-13, 0, True), 0.0479471814995112)
((7, 1, 1e-14, 0, True), 0.0479471814995112)
((7, 1, 1e-09, 0, True), 0.04794718149929843)
((7, 1, 1e-08, 0, True), 0.04794718149737956)
((7, 1, 1e-07, 0, True), 0.04794718147818924)
((6, 1, 0.01, 0, True), 0.04795628284818263)
((7, 1, 1e-05, 0, True), 0.047947179367517176)
((7, 1, 1e-11, 0, True), 0.04794718149951162)
((6, 1, 1e-08, 0, True), 0.04795769744770982)
((8, 1, 1e-11, 0, True), 0.04792768593577364)
((6, 1, 0.0001, 0, True), 0.047957683061308265)
((8, 1, 1e-10, 0, True), 0.047927685935760925)
((8, 1, 1e-05, 0, True), 0.047927684290260134)
((7, 1, 0.001, 0, True), 0.04794696850812378)
((7, 1, 0.1, 0, True), 0.047927728500657504)
((7, 1, 1e-06, 0, True), 0.04794718128630933)
((9, 1, 1e-14, 0, True), 0.04781593774440339)
((9, 1, 1e-13, 0, True), 0.04781593774440339)
((7, 1, 1e-12, 0, True), 0.04794718149951059)
((8, 1, 1e-15, 0, True), 0.047927685935777106)
((7, 1, 0.0001, 0, True), 0.0479471601814652)
((7, 1, 0.01, 0, True), 0.04794507024587654)
((8, 1, 1e-09, 0, True), 0.04792768593561015)
((9, 1, 1e-10, 0, True), 0.047815937744395826)
((9, 1, 1e-07, 0, True), 0.047815937739019175)
