((2, 2, 0.0001, 1000), nan)
((2, 2, 1e-10, 1000), nan)
((2, 2, 1e-09, 1000), 3.8680336627812966)
((2, 2, 0.001, 1000), nan)
((2, 2, 1e-05, 1000), nan)
((2, 2, 1e-08, 1000), 0.496326674102494)
((2, 2, 1e-07, 1000), 0.22261069308164083)
((2, 2, 1e-06, 1000), 3.879398169008814)
((2, 2, 0.1, 1000), nan)
((2, 2, 0.01, 1000), 37.77321115325623)
((2, 3, 1e-10, 1000), 25.534841025791195)
((2, 3, 1e-08, 1000), 0.014634070333617999)
((2, 3, 1e-09, 1000), 9.420426544440097)
((2, 3, 1e-05, 1000), nan)
((2, 3, 1e-07, 1000), 0.08912332555611985)
((2, 3, 1e-06, 1000), 2.523881441896535)
((2, 3, 0.0001, 1000), nan)
((2, 3, 0.001, 1000), nan)
((2, 3, 0.01, 1000), 30.45310489426319)
((2, 3, 0.1, 1000), nan)
((2, 4, 1e-10, 1000), 18.4090331644012)
((2, 4, 1e-09, 1000), 1.0027678801018314)
((2, 4, 1e-08, 1000), 0.05691931966389654)
((2, 4, 1e-07, 1000), 0.04080565878762804)
((2, 4, 1e-05, 1000), nan)
((2, 4, 1e-06, 1000), 0.9717945156486036)
((2, 4, 0.0001, 1000), nan)
((2, 4, 0.001, 1000), nan)
((2, 5, 1e-10, 1000), 42.576010477722456)
((2, 4, 0.01, 1000), 22.856125938998737)
((2, 4, 0.1, 1000), 68.22784963689224)
((2, 5, 1e-09, 1000), 4.791214392431665)
((2, 5, 1e-08, 1000), 0.023727328229025055)
((2, 5, 1e-07, 1000), 0.023107415800339502)
((2, 5, 1e-06, 1000), 0.3759392244100151)
((2, 5, 1e-05, 1000), 223.95066119230913)
((2, 5, 0.001, 1000), nan)
((2, 5, 0.0001, 1000), nan)
((2, 5, 0.1, 1000), 67.5558816197689)
((2, 5, 0.01, 1000), nan)
((2, 6, 1e-10, 1000), 35.552713801868826)
((2, 6, 1e-09, 1000), 22.296897573559942)
((2, 6, 1e-08, 1000), 0.29489762075823395)
((2, 6, 1e-07, 1000), 0.01446684059107357)
((2, 6, 1e-06, 1000), 0.1564210695632799)
((2, 6, 1e-05, 1000), 2.90109899254451)
((2, 6, 0.0001, 1000), nan)
((2, 6, 0.001, 1000), nan)
((2, 6, 0.01, 1000), nan)
((2, 6, 0.1, 1000), 61.468090053026884)
((2, 7, 1e-09, 1000), 22.93273925039015)
((2, 7, 1e-10, 1000), 61.061866867620324)
((2, 7, 1e-08, 1000), 0.7565197281990598)
((2, 7, 1e-07, 1000), 0.022978693249556943)
((2, 7, 1e-05, 1000), 1.0745611357752407)
((2, 7, 1e-06, 1000), 0.07783179511004129)
((2, 7, 0.0001, 1000), 1.669353719860104e+17)
((2, 7, 0.1, 1000), 55.62292892484942)
((2, 7, 0.001, 1000), nan)
((2, 7, 0.01, 1000), nan)
((2, 8, 1e-10, 1000), 58.67555397249693)
((2, 8, 1e-09, 1000), 11.387080910516303)
((2, 8, 1e-07, 1000), 0.022474222010457973)
((2, 8, 1e-08, 1000), 1.675634276696298)
((2, 8, 1e-06, 1000), 0.05341596386357565)
((2, 8, 0.001, 1000), nan)
((2, 8, 0.0001, 1000), 13884.423123397293)
((2, 8, 1e-05, 1000), 0.4978121669115294)
((2, 8, 0.01, 1000), nan)
((2, 8, 0.1, 1000), 44.877789800417005)
((2, 9, 1e-10, 1000), 49.084012812862774)
((2, 9, 1e-09, 1000), 7.883817747847123)
((2, 9, 1e-08, 1000), 0.2905098705155734)
((2, 9, 1e-06, 1000), 0.054908087303532624)
((2, 9, 1e-07, 1000), 0.02201732697976448)
((2, 9, 1e-05, 1000), 0.28792859402926785)
((2, 9, 0.0001, 1000), 102006.30179870028)
((2, 9, 0.001, 1000), nan)
((2, 9, 0.01, 1000), nan)
((2, 9, 0.1, 1000), 38.71349450116922)
((2, 10, 1e-10, 1000), 53.738567347278604)
((2, 10, 1e-08, 1000), 0.6578988204297954)
((2, 10, 1e-09, 1000), 7.216588675089681)
((2, 10, 1e-06, 1000), 0.07854357778072256)
((2, 10, 1e-07, 1000), 0.0197241444411147)
((2, 10, 1e-05, 1000), 0.2346459260320842)
((2, 10, 0.0001, 1000), nan)
((2, 10, 0.001, 1000), nan)
((2, 10, 0.01, 1000), nan)
((2, 10, 0.1, 1000), 39.66094616587026)
----------------------------------------
