((2, 2, 1e-10, 1000), 4.535313771172938)
((2, 2, 1e-05, 1000), nan)
((2, 2, 1e-08, 1000), 4.925646864954114)
((2, 2, 1e-06, 1000), nan)
((2, 2, 0.001, 1000), 7.371917533489091)
((2, 2, 1e-09, 1000), 4.986625195192726)
((2, 2, 1e-07, 1000), nan)
((2, 2, 0.0001, 1000), nan)
((2, 2, 0.01, 1000), 6.651013569600916)
((2, 2, 0.1, 1000), nan)
((2, 3, 1e-08, 1000), 10.081830803281157)
((2, 3, 1e-10, 1000), nan)
((2, 3, 1e-07, 1000), nan)
((2, 3, 1e-06, 1000), nan)
((2, 3, 1e-09, 1000), nan)
((2, 3, 1e-05, 1000), nan)
((2, 3, 0.0001, 1000), nan)
((2, 3, 0.001, 1000), 6.7608218162233955)
((2, 3, 0.1, 1000), 6.368616459355006)
((2, 3, 0.01, 1000), 7.417805901741619)
((2, 4, 1e-08, 1000), nan)
((2, 4, 1e-10, 1000), nan)
((2, 4, 1e-07, 1000), nan)
((2, 4, 1e-09, 1000), nan)
((2, 4, 1e-05, 1000), nan)
((2, 4, 1e-06, 1000), nan)
((2, 4, 0.0001, 1000), nan)
((2, 4, 0.001, 1000), nan)
((2, 4, 0.1, 1000), nan)
((2, 4, 0.01, 1000), 7.366289956782731)
((2, 5, 1e-10, 1000), nan)
((2, 5, 1e-09, 1000), nan)
((2, 5, 1e-08, 1000), nan)
((2, 5, 1e-07, 1000), nan)
((2, 5, 1e-06, 1000), nan)
((2, 5, 1e-05, 1000), nan)
((2, 5, 0.001, 1000), nan)
((2, 5, 0.0001, 1000), nan)
((2, 5, 0.01, 1000), 7.0883595876924375)
((2, 5, 0.1, 1000), 7.46094404509187)
((2, 6, 1e-10, 1000), nan)
((2, 6, 1e-09, 1000), nan)
((2, 6, 1e-08, 1000), nan)
((2, 6, 1e-07, 1000), nan)
((2, 6, 1e-06, 1000), nan)
((2, 6, 1e-05, 1000), nan)
((2, 6, 0.0001, 1000), nan)
((2, 6, 0.001, 1000), nan)
((2, 6, 0.01, 1000), 6.536814065530599)
((2, 7, 1e-10, 1000), nan)
((2, 6, 0.1, 1000), 7.542548669742127)
((2, 7, 1e-09, 1000), nan)
((2, 7, 1e-08, 1000), nan)
((2, 7, 1e-07, 1000), nan)
((2, 7, 1e-06, 1000), nan)
((2, 7, 1e-05, 1000), nan)
((2, 7, 0.0001, 1000), nan)
((2, 7, 0.01, 1000), nan)
((2, 7, 0.001, 1000), nan)
((2, 7, 0.1, 1000), 7.492879494840104)
((2, 8, 1e-10, 1000), nan)
((2, 8, 1e-09, 1000), nan)
((2, 8, 1e-08, 1000), nan)
((2, 8, 1e-07, 1000), nan)
((2, 8, 1e-06, 1000), nan)
((2, 8, 0.0001, 1000), nan)
((2, 8, 1e-05, 1000), nan)
((2, 8, 0.001, 1000), nan)
((2, 8, 0.01, 1000), nan)
((2, 8, 0.1, 1000), 7.39311273142326)
((2, 9, 1e-10, 1000), nan)
((2, 9, 1e-09, 1000), nan)
((2, 9, 1e-08, 1000), nan)
((2, 9, 1e-07, 1000), nan)
((2, 9, 1e-06, 1000), nan)
((2, 9, 1e-05, 1000), nan)
((2, 9, 0.0001, 1000), nan)
((2, 9, 0.001, 1000), nan)
((2, 9, 0.01, 1000), nan)
((2, 9, 0.1, 1000), 7.250402353587913)
((2, 10, 1e-10, 1000), nan)
((2, 10, 1e-09, 1000), nan)
((2, 10, 1e-08, 1000), nan)
((2, 10, 1e-07, 1000), nan)
((2, 10, 1e-06, 1000), nan)
((2, 10, 1e-05, 1000), nan)
((2, 10, 0.0001, 1000), nan)
((2, 10, 0.001, 1000), nan)
((2, 10, 0.01, 1000), nan)
((2, 10, 0.1, 1000), 6.854416956571167)
----------------------------------------
