0, 0.2847771413919403, 0.5, 0.5 
1, 0.28080270217145803, 0.5, 0.6 
2, 0.2787243393766405, 0.5, 0.7 
3, 0.28057149690275734, 0.5, 0.8 
4, 0.2875753248150025, 0.5, 0.9 
5, 0.27474720674652225, 0.6, 0.5 
6, 0.2650636528910843, 0.6, 0.6 
7, 0.2595662049642551, 0.6, 0.7 
8, 0.26413660826734026, 0.6, 0.8 
9, 0.2797616794920614, 0.6, 0.9 
10, 0.25856821944388586, 0.7, 0.5 
11, 0.2477702033570466, 0.7, 0.6 
12, 0.2480535596745815, 0.7, 0.7 
13, 0.2551609961650293, 0.7, 0.8 
14, 0.266917953469896, 0.7, 0.9 
15, 0.332448638427808, 0.8, 0.5 
16, 0.10273863223769156, 0.8, 0.6 
17, 0.09780652179230827, 0.8, 0.7 
18, 0.05160665772935119, 0.8, 0.8 
19, 0.265521192867773, 0.8, 0.9 
20, 0.11820960420421497, 0.9, 0.5 
21, 0.15795260371966674, 0.9, 0.6 
22, 0.07510998543919187, 0.9, 0.7 
23, 0.23479593807234078, 0.9, 0.8 
24, 0.021702991837712134, 0.9, 0.9 
0, 0.332448638427808, 0.8, 0.5 
1, 0.0916837619037054, 0.8, 0.55 
2, 0.10273863223769156, 0.8, 0.6 
3, 0.11049750629702959, 0.8, 0.65 
4, 0.09780652179230827, 0.8, 0.7 
5, 0.07843308517832565, 0.8, 0.75 
6, 0.05160665772935119, 0.8, 0.8 
7, 0.028665185964573483, 0.8, 0.85 
8, 0.265521192867773, 0.8, 0.9 
9, 0.27903336980491733, 0.8, 0.95 
10, 0.5064155649001719, 0.85, 0.5 
11, 0.18968329815597693, 0.85, 0.55 
12, 0.20168551687471092, 0.85, 0.6 
13, 0.24342877482855405, 0.85, 0.65 
14, 0.01692751076266518, 0.85, 0.7 
15, 0.04212837572173662, 0.85, 0.75 
16, 0.10906950616263265, 0.85, 0.8 
17, 0.049113659745356295, 0.85, 0.85 
18, 0.27335602932857034, 0.85, 0.9 
19, 0.2745153336876963, 0.85, 0.95 
20, 0.11820960420421497, 0.9, 0.5 
21, 0.03699244811820359, 0.9, 0.55 
22, 0.15795260371966674, 0.9, 0.6 
23, 0.26620779109479, 0.9, 0.65 
24, 0.07510998543919187, 0.9, 0.7 
25, 0.2596429243680848, 0.9, 0.75 
26, 0.23479593807234078, 0.9, 0.8 
27, 0.019729593729031998, 0.9, 0.85 
28, 0.021702991837712134, 0.9, 0.9 
29, 0.2695977100707645, 0.9, 0.95 
30, 0.28526847357404445, 0.95, 0.5 
31, 0.2839146976393739, 0.95, 0.55 
32, 0.2684171325435405, 0.95, 0.6 
33, 0.3049192225766613, 0.95, 0.65 
34, 0.04885568896278608, 0.95, 0.7 
35, 0.25270027331517236, 0.95, 0.75 
36, 0.05479144683227053, 0.95, 0.8 
37, 0.02158316508881426, 0.95, 0.85 
38, 0.03752396078318188, 0.95, 0.9 
39, 0.26706264108992844, 0.95, 0.95 
